,date,headline,link,year
50,2012-01-03,Davao fishport hopes for better year for tuna industry,http://business.inquirer.net/38039/davao-fishport-hopes-for-better-year-for-tuna-industry,2012
51,2012-01-03,Shell hikes gasoline prices; LPG up by P3 per 11-kg cylinder,http://business.inquirer.net/37957/shell-hikes-gasoline-prices-lpg-up-by-p3-per-11-kg-cylinder,2012
52,2012-01-04,Megaworld mum on penthouse allegedly owned by Corona,http://business.inquirer.net/38339/megaworld-mum-on-penthouse-allegedly-owned-by-corona,2012
53,2012-01-04,"Asian markets mixed after US, Europe rally",http://business.inquirer.net/38333/asian-markets-mixed-after-us-europe-rally,2012
54,2012-01-04,"Imported books exempted from customs duties, VAT—DoF",http://business.inquirer.net/38327/imported-books-exempted-from-customs-duties-vat%e2%80%94dof,2012
55,2012-01-04,Lenders swarm Philippines’ first global bond issue,http://business.inquirer.net/38319/lenders-swarm-philippines%e2%80%99-first-global-bond-issue,2012
56,2012-01-04,Gov’t urged to adopt more flexible policies,http://business.inquirer.net/38315/gov%e2%80%99t-urged-to-adopt-more-flexible-policies,2012
57,2012-01-04,Philippine credit rating on track for upgrade,http://business.inquirer.net/38311/philippine-credit-rating-on-track-for-upgrade,2012
58,2012-01-04,Digitel shareholders seek higher price,http://business.inquirer.net/38307/digitel-shareholders-seek-higher-price,2012
59,2012-01-04,"Pagcor, BIR end tax dispute with P857M settlement",http://business.inquirer.net/38303/pagcor-bir-end-tax-dispute-with-p857m-settlement,2012
60,2012-01-04,Ayala Corp. exec named new Finex president,http://business.inquirer.net/38299/ayala-corp-exec-named-new-finex-president,2012
61,2012-01-04,Looking far and beyond the Corona impeachment case,http://business.inquirer.net/38295/looking-far-and-beyond-the-corona-impeachment-case,2012
62,2012-01-04,Philippines in for ‘several quarters’ of growth,http://business.inquirer.net/38291/philippines-in-for-%e2%80%98several-quarters%e2%80%99-of-growth,2012
63,2012-01-04,"Shell gives up stake in Palawan contract, but eyes other areas",http://business.inquirer.net/38287/shell-gives-up-stake-in-palawan-contract-but-eyes-other-areas,2012
64,2012-01-04,The case of the missing IRA (Part II),http://business.inquirer.net/38283/the-case-of-the-missing-ira-part-ii,2012
65,2012-01-04,Oil prices rally to November peaks on Iran tensions,http://business.inquirer.net/38277/oil-prices-rally-to-november-peaks-on-iran-tensions,2012
66,2012-01-04,"Royal Dutch Shell donates $1M for Sendong relief, rehab operations",http://business.inquirer.net/38269/royal-dutch-shell-donates-1m-for-sendong-relief-rehab-operations,2012
67,2012-01-04,Philippine stocks surge on upbeat US news,http://business.inquirer.net/38249/philippine-stocks-surge-on-upbeat-us-news,2012
68,2012-01-04,SEC approves merger of 5 BDO subsidiaries,http://business.inquirer.net/38243/sec-approves-merger-of-5-bdo-subsidiaries,2012
69,2012-01-04,PSE strict listing requirements kick in this year,http://business.inquirer.net/38235/pse-strict-listing-requirements-kick-in-this-year,2012
70,2012-01-04,Euro falls in Asia despite positive data,http://business.inquirer.net/38213/euro-falls-in-asia-despite-positive-data,2012
71,2012-01-04,Oil eases in Asian trade after overnight surge,http://business.inquirer.net/38203/oil-eases-in-asian-trade-after-overnight-surge,2012
72,2012-01-04,Asia stocks follow Wall Street higher,http://business.inquirer.net/38197/asia-stocks-follow-wall-street-higher,2012
73,2012-01-04,Euro eases losses as debt worries recede,http://business.inquirer.net/38191/euro-eases-losses-as-debt-worries-recede,2012
74,2012-01-05,Asian markets lower amid euro concerns,http://business.inquirer.net/38417/asian-markets-lower-amid-euro-concerns,2012
75,2012-01-05,"GMA, ABS-CBN claim top spot",http://business.inquirer.net/38411/gma-abs-cbn-claim-top-spot,2012
76,2012-01-05,"Now you see it, now you don’t: Time cloak created",http://business.inquirer.net/38403/now-you-see-it-now-you-dont-time-cloak-created,2012
77,2012-01-05,Philippines raises $1.5B from 25-year global bond issue,http://business.inquirer.net/38399/philippines-raises-1-5b-from-25-year-global-bond-issue,2012
78,2012-01-05,"Mine safety group aids Pantukan rescue work, seeks better laws",http://business.inquirer.net/38395/mine-safety-group-aids-pantukan-rescue-work-seeks-better-laws,2012
79,2012-01-05,"Philippines stocks reach 4,500 level, near record high",http://business.inquirer.net/38371/philippines-stocks-reach-4500-level-near-record-high,2012
80,2012-01-06,Gov’t keeps growth target for 2012,http://business.inquirer.net/38593/gov%e2%80%99t-keeps-growth-target-for-2012,2012
81,2012-01-06,"Prices to remain stable over long term, says Neda",http://business.inquirer.net/38589/prices-to-remain-stable-over-long-term-says-neda,2012
82,2012-01-06,Meralco sees slight drop in January electric bills,http://business.inquirer.net/38585/meralco-sees-slight-drop-in-january-electric-bills,2012
83,2012-01-06,Stocks down on profit-taking,http://business.inquirer.net/38581/stocks-down-on-profit-taking-2,2012
84,2012-01-06,Forex reserves up 20% in 2011,http://business.inquirer.net/38577/forex-reserves-up-20-in-2011,2012
85,2012-01-06,"PNB, Allied set to merge",http://business.inquirer.net/38571/pnb-allied-set-to-merge,2012
86,2012-01-06,BSP set to issue Basel III guidelines for Philippine banks,http://business.inquirer.net/38567/bsp-set-to-issue-basel-iii-guidelines-for-philippine-banks,2012
87,2012-01-06,Gov’t allots P590M to power up remote areas,http://business.inquirer.net/38563/gov%e2%80%99t-allots-p590m-to-power-up-remote-areas,2012
88,2012-01-06,PLDT extends tender offer for Digitel shares,http://business.inquirer.net/38559/pldt-extends-tender-offer-for-digitel-shares,2012
89,2012-01-06,"On 20th year, BCDA zooms in on infrastructure",http://business.inquirer.net/38555/on-20th-year-bcda-zooms-in-on-infrastructure,2012
90,2012-01-06,IPVG to raise P400M in fresh capital,http://business.inquirer.net/38551/ipvg-to-raise-p400m-in-fresh-capital,2012
91,2012-01-06,Things to do when living in hazardous area and rain is heavy,http://business.inquirer.net/38545/things-to-do-when-living-in-hazardous-area-and-rain-is-heavy,2012
92,2012-01-06,‘Bloody banker’ rock-solid force behind Rockwell Land,http://business.inquirer.net/38541/%e2%80%98bloody-banker%e2%80%99-rock-solid-force-behind-rockwell-land,2012
93,2012-01-06,2012 design directions,http://business.inquirer.net/38537/2012-design-directions,2012
94,2012-01-06,The 21st century workplace,http://business.inquirer.net/38533/the-21st-century-workplace,2012
95,2012-01-06,Northern Luzon gets lucky with 9 RLC developments,http://business.inquirer.net/38529/northern-luzon-gets-lucky-with-9-rlc-developments,2012
96,2012-01-06,"An invigorating blend of history, nature and modernity",http://business.inquirer.net/38525/an-invigorating-blend-of-history-nature-and-modernity,2012
97,2012-01-06,A healthy (New Year) resolution they intend to keep,http://business.inquirer.net/38521/a-healthy-new-year-resolution-they-intend-to-keep,2012
98,2012-01-06,Ooh-la-lemon!,http://business.inquirer.net/38517/ooh-la-lemon,2012
99,2012-01-06,Pinay breastfeeding expert awarded Gates grant,http://business.inquirer.net/38513/pinay-breastfeeding-expert-awarded-gates-grant,2012
100,2012-01-06,Kodak edges toward bankruptcy,http://business.inquirer.net/38507/kodak-edges-toward-bankruptcy,2012
101,2012-01-06,Oil prices slip in Asian trade,http://business.inquirer.net/38503/oil-prices-slip-in-asian-trade,2012
102,2012-01-06,Dec. inflation hits 11-month low at 4.2%,http://business.inquirer.net/38495/dec-inflation-hits-11-month-low-at-4-2,2012
103,2012-01-06,Next Mobile preparing to regain foothold in PH telecom sector,http://business.inquirer.net/38491/next-mobile-preparing-to-regain-foothold-in-ph-telecom-sector,2012
104,2012-01-06,Asian currencies seen undervalued vs US dollar,http://business.inquirer.net/38487/asian-currencies-seen-undervalued-vs-us-dollar,2012
105,2012-01-06,Court blocks open-pit ban in Zamboanga del Norte,http://business.inquirer.net/38483/court-blocks-open-pit-ban-in-zamboanga-del-norte,2012
106,2012-01-06,"Philippines faces economic ‘headwinds’ in ’12, BSP warns",http://business.inquirer.net/38473/philippines-faces-economic-%e2%80%98headwinds%e2%80%99-in-%e2%80%9912-bsp-warns,2012
107,2012-01-06,Ford launches EcoSport SUV,http://business.inquirer.net/38469/ford-launches-ecosport-suv,2012
108,2012-01-06,Honey for health and wealth,http://business.inquirer.net/38463/honey-for-health-and-wealth,2012
109,2012-01-06,Cola firm pours investment on the environment,http://business.inquirer.net/38459/cola-firm-pours-investment-on-the-environment,2012
110,2012-01-06,Meralco raises P3B via fixed rate notes issuance,http://business.inquirer.net/38455/meralco-raises-p3b-via-fixed-rate-notes-issuance,2012
111,2012-01-06,PNOC-EC expects to net P3B,http://business.inquirer.net/38451/pnoc-ec-expects-to-net-p3b,2012
112,2012-01-06,"BCDA eyes John Hay development into both eco-tourism, techno hub",http://business.inquirer.net/38447/bcda-eyes-john-hay-development-into-both-eco-tourism-techno-hub,2012
113,2012-01-06,Globe bets big on ‘green’ network technology,http://business.inquirer.net/38443/globe-bets-big-on-%e2%80%98green%e2%80%99-network-technology,2012
114,2012-01-06,Liberal Party stalwart appointed head of TRB,http://business.inquirer.net/38439/liberal-party-stalwart-appointed-head-of-trb,2012
115,2012-01-06,PIP review team members named,http://business.inquirer.net/38435/pip-review-team-members-named,2012
116,2012-01-06,Takeover rumors,http://business.inquirer.net/38431/takeover-rumors,2012
117,2012-01-06,"‘In marketing a commodity, can we just brand and succeed?’",http://business.inquirer.net/38427/%e2%80%98in-marketing-a-commodity-can-we-just-brand-and-succeed%e2%80%99,2012
118,2012-01-06,DDB group leads Philippines’ new ad biz acquisitions,http://business.inquirer.net/38421/ddb-group-leads-philippines%e2%80%99-new-ad-biz-acquisitions,2012
119,2012-01-07,Betting big on budget hotels,http://business.inquirer.net/38659/betting-big-on-budget-hotels,2012
120,2012-01-07,Dissertation: Ultimate hurdle a Ph.D. candidate must pass,http://business.inquirer.net/38651/dissertation-ultimate-hurdle-a-ph-d-candidate-must-pass,2012
121,2012-01-07,Discovering the venture made of ‘dirty chocolate’,http://business.inquirer.net/38647/discovering-the-venture-made-of-%e2%80%98dirty-chocolate%e2%80%99,2012
122,2012-01-07,Euro sinks to mutli-month lows,http://business.inquirer.net/38639/euro-sinks-to-mutli-month-lows,2012
123,2012-01-07,"US adds 200,000 jobs in December hiring surge",http://business.inquirer.net/38629/us-adds-200000-jobs-in-december-hiring-surge,2012
124,2012-01-08,Increase in factory-gate prices accelerated in Nov.,http://business.inquirer.net/38723/increase-in-factory-gate-prices-accelerated-in-nov,2012
125,2012-01-08,Olympus mulls suing executives,http://business.inquirer.net/38711/olympus-mulls-suing-executives,2012
126,2012-01-08,1793 penny fetches $1.38M at US auction,http://business.inquirer.net/38697/1793-penny-fetches-1-38m-at-us-auction,2012
127,2012-01-09,Philippines seen to post growth rate of 4 to 4.5% in 2012,http://business.inquirer.net/38911/philippines-seen-to-post-growth-rate-of-4-to-4-5-in-2012,2012
128,2012-01-09,"Yields for 3-, 6-month T-bills fall in first gov’t auction in 2012",http://business.inquirer.net/38905/yields-for-3-6-month-t-bills-fall-in-first-gov%e2%80%99t-auction-in-2012,2012
129,2012-01-09,Philippine stocks rally to close in on new record level,http://business.inquirer.net/38881/philippine-stocks-rally-to-close-in-on-new-record-level,2012
130,2012-01-09,Reduced power bills expected this month,http://business.inquirer.net/38875/reduced-power-bills-expected-this-month,2012
131,2012-01-09,Fly to any domestic PAL point for only P70,http://business.inquirer.net/38871/fly-to-any-domestic-pal-point-for-only-p70,2012
132,2012-01-09,Japan’s financial markets closed for holiday,http://business.inquirer.net/38843/japan%e2%80%99s-financial-markets-closed-for-holiday,2012
133,2012-01-09,Mindanao faces power shortage in 2012,http://business.inquirer.net/38793/mindanao-faces-power-shortage-in-2012,2012
134,2012-01-09,PSEi seen hitting new high,http://business.inquirer.net/38789/psei-seen-hitting-new-high,2012
135,2012-01-09,Local gold miners seen to shine this year,http://business.inquirer.net/38785/local-gold-miners-seen-to-shine-this-year,2012
136,2012-01-09,Biz Buzz: Race to the skies,http://business.inquirer.net/38781/biz-buzz-race-to-the-skies,2012
137,2012-01-09,Tight trading range seen this week,http://business.inquirer.net/38777/tight-trading-range-seen-this-week,2012
138,2012-01-09,Will the China bubble burst?,http://business.inquirer.net/38771/will-the-china-bubble-burst,2012
139,2012-01-09,"After Abreeza Mall, Floirendos go into international port biz",http://business.inquirer.net/38767/after-abreeza-mall-floirendos-go-into-international-port-biz,2012
140,2012-01-09,Coconut oil exports fell by 40% in 2011,http://business.inquirer.net/38763/coconut-oil-exports-fell-by-40-in-2011,2012
141,2012-01-09,Gokongwei firm gets high rating,http://business.inquirer.net/38801/gokongwei-firm-gets-high-rating,2012
142,2012-01-09,Cut in BSP rates seen in first half,http://business.inquirer.net/38759/cut-in-bsp-rates-seen-in-first-half,2012
143,2012-01-09,Banking sector posted 9.6% rise in assets in September,http://business.inquirer.net/38755/banking-sector-posted-9-6-rise-in-assets-in-september,2012
144,2012-01-09,NGCP prepares grid for wind power surge,http://business.inquirer.net/38751/ngcp-prepares-grid-for-wind-power-surge,2012
145,2012-01-09,"Spend more for Digitel, PLDT asked",http://business.inquirer.net/38743/spend-more-for-digitel-pldt-asked,2012
146,2012-01-09,Aboitiz unit signs supply deal with Abra electric cooperative,http://business.inquirer.net/38747/aboitiz-unit-signs-supply-deal-with-abra-electric-cooperative,2012
147,2012-01-09,Miners laud court order vs Zamboanga open pit ban,http://business.inquirer.net/38739/miners-laud-court-order-vs-zamboanga-open-pit-ban,2012
148,2012-01-09,PPP revolving fund getting big boost,http://business.inquirer.net/38735/ppp-revolving-fund-getting-big-boost,2012
149,2012-01-09,"PNOC-EC to bid for 9 oil, coal prospects",http://business.inquirer.net/38731/pnoc-ec-to-bid-for-9-oil-coal-prospects,2012
150,2012-01-09,Trial and horror,http://business.inquirer.net/38727/trial-and-horror,2012
151,2012-01-09,A CSR project for protecting the Bataan National Park,http://business.inquirer.net/38835/a-csr-project-for-protecting-the-bataan-national-park,2012
152,2012-01-10,"SMC, Citra buy out SLEx operator for P20B",http://business.inquirer.net/39123/smc-citra-buy-out-slex-operator-for-p20b,2012
153,2012-01-10,BPO firm opens 2nd site in Philippines,http://business.inquirer.net/39119/bpo-firm-opens-2nd-site-in-philippines,2012
154,2012-01-10,Electronics pulled down exports in Nov.,http://business.inquirer.net/39115/electronics-pulled-down-exports-in-nov,2012
155,2012-01-10,Biz Buzz: Blacklisted lady,http://business.inquirer.net/39111/biz-buzz-blacklisted-lady,2012
156,2012-01-10,DMCI unit launching P18B worth of projects,http://business.inquirer.net/39107/dmci-unit-launching-p18b-worth-of-projects,2012
157,2012-01-10,Foreign investment inflows recover as Asia draws capital,http://business.inquirer.net/39103/foreign-investment-inflows-recover-as-asia-draws-capital,2012
158,2012-01-10,"PSALM to sell 6 power plants, Ippa contracts",http://business.inquirer.net/39099/psalm-to-sell-6-power-plants-ippa-contracts,2012
159,2012-01-10,Oil prices rally,http://business.inquirer.net/39093/oil-prices-rally,2012
160,2012-01-10,Asian shares up on US data but Europe caps gains,http://business.inquirer.net/39085/asian-shares-up-on-us-data-but-europe-caps-gains,2012
161,2012-01-10,Solving ‘creative’ parking in Hong Kong,http://business.inquirer.net/39079/solving-%e2%80%98creative%e2%80%99-parking-in-hong-kong,2012
162,2012-01-10,It’s more fun for PH when one of our own—Wini Camacho—reaches for the star,http://business.inquirer.net/39067/it%e2%80%99s-more-fun-for-ph-when-one-of-our-own%e2%80%94wini-camacho%e2%80%94reaches-for-the-star,2012
163,2012-01-10,Campi report: Auto industry struggled in 2011,http://business.inquirer.net/39063/campi-report-auto-industry-struggled-in-2011,2012
164,2012-01-10,"Honda is back, with the 2012 City",http://business.inquirer.net/39059/honda-is-back-with-the-2012-city,2012
165,2012-01-10,Evocative baby of the Range,http://business.inquirer.net/39055/evocative-baby-of-the-range,2012
166,2012-01-10,Chevrolet Cruze diesel: Balancing speed with sublimity,http://business.inquirer.net/39051/chevrolet-cruze-diesel-balancing-speed-with-sublimity,2012
167,2012-01-10,"So, you wanna be a car designer…",http://business.inquirer.net/39047/so-you-wanna-be-a-car-designer,2012
168,2012-01-10,Pain at the pump: Are we now ready for electric vehicles?,http://business.inquirer.net/39043/pain-at-the-pump-are-we-now-ready-for-electric-vehicles,2012
169,2012-01-10,Enforcing the enforcers,http://business.inquirer.net/39039/enforcing-the-enforcers,2012
170,2012-01-10,"Peso up over news on eurozone debt, lower PH interest rates",http://business.inquirer.net/39033/peso-up-over-news-on-eurozone-debt-lower-ph-interest-rates,2012
171,2012-01-10,Eastern Petroleum jacks up gas prices effective Wednesday,http://business.inquirer.net/39027/eastern-petroleum-jacks-up-gas-prices-effective-wednesday,2012
172,2012-01-10,Credit bureau for microfinance formed,http://business.inquirer.net/39021/credit-bureau-for-microfinance-formed,2012
173,2012-01-10,"‘Sendong’ damage to trim 2011, 2012 GDP growth",http://business.inquirer.net/39015/sendong-damage-to-trim-2011-2012-gdp-growth,2012
174,2012-01-10,Philippines stock index hits new record high,http://business.inquirer.net/38991/philippines-stock-index-hits-new-record-high,2012
175,2012-01-10,Broken heart boosts risk of cardiac attacks—study,http://business.inquirer.net/38985/broken-heart-boosts-risk-of-cardiac-attacks%e2%80%94study,2012
176,2012-01-10,Expect lower power bills this month—Meralco,http://business.inquirer.net/38979/expect-lower-power-bills-this-month%e2%80%94meralco,2012
177,2012-01-10,Pope calls for new ethics in gloomy global message,http://business.inquirer.net/38973/pope-calls-for-new-ethics-in-gloomy-global-message,2012
178,2012-01-10,"Address high power rates, Philippines urged",http://business.inquirer.net/38965/address-high-power-rates-philippines-urged,2012
179,2012-01-10,US ‘insourcing’ trend a cause for Philippine concern,http://business.inquirer.net/38961/us-%e2%80%98insourcing%e2%80%99-trend-a-cause-for-philippine-concern,2012
180,2012-01-10,Mining industry in for reforms this year,http://business.inquirer.net/38955/mining-industry-in-for-reforms-this-year,2012
181,2012-01-10,Travel industry group calls for more infra development,http://business.inquirer.net/38949/travel-industry-group-calls-for-more-infra-development,2012
182,2012-01-10,Vehicle sales fell by 4% in ‘11,http://business.inquirer.net/38945/vehicle-sales-fell-by-4-in-%e2%80%9811,2012
183,2012-01-10,Zest Air improves cargo system,http://business.inquirer.net/38941/zest-air-improves-cargo-system,2012
184,2012-01-10,PSBank to offer P3B in debt notes,http://business.inquirer.net/38937/psbank-to-offer-p3b-in-debt-notes,2012
185,2012-01-10,"CEDC, Boheco I deal OK’d",http://business.inquirer.net/38933/cedc-boheco-i-deal-ok%e2%80%99d,2012
186,2012-01-10,Early market forecast,http://business.inquirer.net/38929/early-market-forecast,2012
187,2012-01-10,"Asian markets mixed on Europe fears, US jobs data",http://business.inquirer.net/38867/asian-markets-mostly-down-on-europe-fears,2012
188,2012-01-11,ALI to invest P12.5B more in Nuvali,http://business.inquirer.net/39261/ali-to-invest-p12-5b-more-in-nuvali,2012
189,2012-01-11,"SMC, Citra ink SLEx deal",http://business.inquirer.net/39257/smc-citra-ink-slex-deal,2012
190,2012-01-11,"Australian firm buys into Dizon, NiHao projects",http://business.inquirer.net/39253/australian-firm-buys-into-dizon-nihao-projects,2012
191,2012-01-11,Asian shares mostly higher on Wall Street rally,http://business.inquirer.net/39249/asian-shares-mostly-higher-on-wall-street-rally-2,2012
192,2012-01-11,"PH oil supply situation still stable, DoE says",http://business.inquirer.net/39245/ph-oil-supply-situation-still-stable-doe-says,2012
193,2012-01-11,Bank lending in Philippines seen staying on growth path,http://business.inquirer.net/39241/bank-lending-in-philippines-seen-staying-on-growth-path,2012
194,2012-01-11,DTI to pursue ‘strategic initiatives’ to boost exports,http://business.inquirer.net/39237/dti-to-pursue-%e2%80%98strategic-initiatives%e2%80%99-to-boost-exports,2012
195,2012-01-11,"SMEs in Cagayan de Oro, Iligan cities to receive assistance",http://business.inquirer.net/39233/smes-in-cagayan-de-oro-iligan-cities-to-receive-assistance,2012
196,2012-01-11,Wait and seethe,http://business.inquirer.net/39229/wait-and-seethe,2012
197,2012-01-11,"China, India skyscraper boom may herald downturn",http://business.inquirer.net/39217/china-india-skyscraper-boom-may-herald-downturn,2012
198,2012-01-11,Toyota Prius Japan top-selling car for third year,http://business.inquirer.net/39211/toyota-prius-japan-top-selling-car-for-third-year,2012
199,2012-01-11,Philippine market posts new record high,http://business.inquirer.net/39205/philippine-market-posts-new-record-high,2012
200,2012-01-11,German economy grew by 3% in 2011,http://business.inquirer.net/39199/german-economy-grew-by-3-in-2011,2012
201,2012-01-11,Petron gets go-signal to invest in Esso Malaysia Bhd.,http://business.inquirer.net/39183/petron-gets-go-signal-to-invest-in-esso-malaysia-bhd,2012
202,2012-01-11,ICTSI subsidiary’s bond issue warmly received,http://business.inquirer.net/39165/ictsi-subsidiary%e2%80%99s-bond-issue-warmly-received,2012
203,2012-01-11,"PH vehicle, parts manufacturers want plan to hike share of Asean market by 2015",http://business.inquirer.net/39159/ph-vehicle-parts-manufacturers-want-plan-to-hike-share-of-asean-market-by-2015,2012
204,2012-01-11,Asian shares mostly higher on Wall Street rally,http://business.inquirer.net/39153/asian-shares-mostly-higher-on-wall-street-rally,2012
205,2012-01-11,Oil lower in Asia on profit-taking,http://business.inquirer.net/39147/oil-lower-in-asia-on-profit-taking,2012
206,2012-01-11,Euro down ahead of Spain and Italy debt auctions,http://business.inquirer.net/39141/euro-down-ahead-of-spain-and-italy-debt-auctions,2012
207,2012-01-11,BSP sees inflation dipping below 4% in 2012,http://business.inquirer.net/39135/bsp-sees-inflation-dipping-below-4-in-2012,2012
208,2012-01-12,Angel fund set aside for IT startups,http://business.inquirer.net/39395/angel-fund-set-aside-for-it-startups,2012
